0001060391	20160211193357
0001161154	20120224132149
0000014272	20130215085525
0001100778	20130211130253
0001286131	20160229131015
0001364397	20150224161922
0001117106	20130227214257
0001537689	20130129164426
0000019446	20150929165213
0001124608	20150331163212
0001089511	20150313184948
0001134115	20160316060455
0001527698	20140331112709
0001410471	20120223170225
0000034067	20150316161617
0000033213	20160211163315
0001355790	20160330172619
0001050007	20121121155602
0001449792	20140314170647
0000740663	20150316095724
0000018230	20100219124245
0000857949	20140915153744
0000943535	20160418093715
0000885245	20110330171156
0000813920	20160301213214
0000098677	20110301152833
0001320414	20130226150146
0001140215	20130325160112
0000932699	20141222144836
0001365555	20160229165700
0001091735	20140226074803
0001269127	20160422135045
0001024795	20120313212521
0000799694	20141211080727
0001434674	20140929163248
0001357615	20120222172116
0000737758	20121221105259
0001474439	20130829195713
0000904080	20160226164952
0001099290	20151013172130
0000945764	20160226125205
0000031235	20150316160454
0001232241	20150316080128
0001437925	20141112111132
0000314808	20110224133343
0001495898	20120330130201
0001469134	20150313161143
0001369628	20150330142423
0001014507	20111121171857
0001001871	20140625172339
0001471727	20131126100841
0001635650	20160218125854
0001165880	20110225082810
0000886128	20160108161215
0001127993	20120412145510
0000201533	20110224172157
0000060667	20110329082652
0001438660	20130416141046
0001318084	20130314084224
0001386765	20150622114345
0001084755	20111110144054
0000939767	20150302165221
0001177702	20150227172659
0001397047	20150331165345
0000352736	20140305121025
0001133798	20131203080106
0000779152	20150911161628
0001042173	20130401170815
0001365997	20150331154624
0000879169	20150217161101
0001060391	20120217135844
0001516007	20140224181514
0000046619	20101222171950
0001448038	20150331133257
0000746514	20130327131531
0001071264	20140314165200
0001392363	20140923160830
0001379075	20140307154143
0001535955	20160310163122
0001031203	20120210161235
0001579684	20160225172729
0001525998	20130318160725
0000075208	20120229124712
0001610793	20160310162139
0001409171	20140410195753
0000059860	20120330165816
0001535194	20130321165423
0001500837	20120416170059
0001031896	20111229143120
0000068270	20120806150239
0001128281	20130401100134
0001066194	20140912161153
0001022079	20130227163849
0001179929	20140226165740
0001125280	20130916112236
0001129633	20140401060625
0001402436	20130228215432
0000029002	20110228173100
0000710782	20130724170102
0001096934	20140415105340
0001415917	20120113164300
0000719274	20130628172609
0000868671	20160225150349
0001161728	20110224161353
0000716634	20140307112605
0000746967	20120215094213
0001512074	20150410111244
0001550377	20130419204904
0001104038	20140331145926
0001424549	20160414172141
0001560905	20130716163225
0000897429	20140314153454
0001618755	20150312164939
0000811641	20150326095833
0001389545	20140306164745
0001585364	20150813172041
0001614806	20160329160350
0000913341	20160304133049
0001445541	20160628132025
0000764038	20140228160219
0001069152	20150330170441
0000356309	20121128180233
0001138639	20130305165943
0001119643	20140331170740
0001128353	20140415153143
0000353191	20130318172248
0001275101	20150320105607
0001130310	20140226081634
0000354190	20120214170858
0001370030	20130325162737
0000018926	20150224172437
0001473334	20140331084321
0000721371	20120822075424
0000914208	20160219113301
0001483096	20120229163133
0000057131	20120619164813
0001056757	20120529170116
0001433147	20120329165214
0001090396	20150330110036
0001327978	20130319151250
0000277905	20120330060615
0001054905	20150217193432
0001526520	20150217170152
0000796505	20111130164600
0000714603	20120229161357
0001300524	20150407161050
0000081061	20110228164615
0000351931	20120329122719
0001437491	20120329170251
0000764065	20140214145553
0000007431	20140224074437
0001042642	20150306165313
0000763532	20120906153654
0001357371	20120229144152
0000792985	20110224162457
0001019034	20130401154459
0000003153	20100225163834
0001294208	20150331125442
0001398137	20130314200401
0001065598	20120529204557
0001527190	20120321080107
0000820318	20110826104431
0001298946	20110301134313
0000101830	20120227071304
0000320335	20110228153230
0000057528	20160301161502
0001069157	20130228165053
0000885978	20140311120105
0001265848	20120330153037
0000065759	20120214154511
0001513856	20130321154326
0001589361	20160414165857
0000310142	20130227162728
0000806172	20140528133004
0001130591	20130314170144
0001279704	20120309163357
0001021435	20130401165016
0001324424	20140206182253
0000885639	20120316162506
0000894671	20130318170821
0001438673	20160322145433
0001305014	20101122084725
0001477246	20120927092627
0001089063	20110318141301
0001053691	20160325110602
0000805080	20120313103127
0001023291	20150331163049
0001518749	20120321170939
0001173431	20111118160639
0001010612	20120229161355
0001462013	20130320131047
0000049071	20150218162738
0000787250	20160223182838
0000003153	20110225151939
0001554300	20150331113533
0001445815	20150410060520
0000899749	20130220170838
0001549756	20160315091547
0001038773	20140331140234
0000097134	20130221181649
0001000228	20150211133728
0000945699	20140613150954
0000093314	20130401122640
0001172318	20150331185135
0000731802	20141106152829
0000801351	20110228193932
0001128189	20120320141804
0001230058	20160518173101
0001086222	20150302170818
0001501350	20131220153734
0001156375	20120227193603
0001494162	20130312142206
0001070296	20150327090636
0001530163	20121022120038
0000278165	20160418164649
0001473078	20150219162105
0000891024	20130626153827
0001013706	20120329160034
0001006028	20141028163223
0001201792	20130228160246
0001409477	20130227171734
0001378590	20111229160442
0001385662	20150303152459
0001498522	20140414155800
0001483830	20160610160112
0001448597	20160330091824
0001532619	20140401171952
0001418302	20150331131614
0001282637	20150217084346
0001121788	20140219120231
0000789388	20120316170855
0000857005	20101123130646
0001271024	20140213161538
0000012927	20130211125046
0001411488	20140317061114
0000006494	20160329164307
0001289863	20130322154035
0001546853	20160216073707
0001130889	20150224133434
0001528849	20160330163041
0000018172	20160315172158
0001438533	20150311060535
0001065059	20120314163929
0000716314	20120607160711
0001066658	20160328154635
0001431499	20140415134714
0001363958	20150331132323
0000825322	20140929062517
0001338065	20130227160427
0001095651	20160226164540
0001330568	20160229164907
0001389170	20150213174332
0000867038	20160330094814
0001320760	20130321170316
0000092122	20140227163649
0001048286	20120216153457
0001513971	20150331125238
0001496646	20140912161457
0001070494	20150226172332
0001289636	20140630163749
0001014763	20150410191248
0000719955	20160331161948
0001040161	20150304160621
0001549966	20160310163630
0000787075	20130318173118
0000721683	20110225195019
0001042825	20130228172226
0001431959	20140331160320
0000914577	20130306090259
0001013488	20150226135606
0001322866	20140227161229
0001477472	20120321105418
0000315709	20130225151327
0001405686	20150331173259
0001609880	20160629114318
0001330849	20160330165843
0000037996	20150213070325
0000702513	20140311172500
0000750004	20140317094509
0000756862	20120330105623
0001399095	20131216151613
0000354190	20140207163918
0001398805	20130329160632
0001603793	20150529141840
0001052054	20150317170109
0000357264	20120315170329
0000764630	20120611191434
0001539778	20141229213406
0001384101	20160314162015
0001007019	20150123090243
0000900349	20140415120950
0001173911	20150217214800
0001136893	20100226100718
0000814184	20130222144703
0000007084	20160219145118
0001526726	20160509165016
0000864264	20120329155800
0001353748	20120330155948
0000110104	20120222080812
0001269127	20130401172956
0001025996	20140213210844
0001469383	20120330163127
0001578505	20151223110347
0001157817	20141202165707
0001360901	20130227171109
0000312257	20150331160524
0000846876	20120327153229
0000764630	20130618143329
0000750556	20130227161932
0000729986	20110225132957
0000768835	20120326164956
0001138639	20160223172808
0001125345	20160229160435
0001103837	20160219094642
0001170154	20130311162335
0001000694	20160229080125
0000853816	20140221151234
0001482878	20130326163654
0000319671	20130416172936
0001053532	20120222164230
0000880807	20130614080812
0001327603	20150330194044
0001275229	20140313135344
0001069996	20130401150123
0001041177	20141215172518
0000820736	20110228171012
0001509589	20130315061532
0001415917	20130111163646
0000922487	20160317161721
0001580883	20150929231223
0000711034	20130409190936
0000834071	20130614142237
0000925661	20130715094921
0000107833	20160226152305
0000002491	20120829162118
0001046311	20120229150031
0001045942	20141217173642
0001410567	20130329142511
0000881524	20130226171410
0001138776	20160226080127
0001473675	20130411170429
0000886163	20150223162852
0001323274	20140331163904
0000318154	20160216070035
0001490161	20130328085004
0000032166	20150813161648
0001487252	20150407161443
0001043219	20160225173510
0001392121	20120413200420
0001392091	20150311163249
0001022652	20140311204106
0000821483	20130327132228
0000723733	20140423182813
0000049600	20150217144252
0001047170	20120330130216
0001034842	20130305135051
0001082198	20120330145327
0001001039	20091202143613
0000833444	20141113173336
0000876427	20160525161436
0001067063	20110209204734
0000051143	20140225141324
0001526113	20150402192210
0001040829	20160226131441
0000740806	20130329163713
0001521466	20130401092923
0000785161	20160224182544
0001584584	20150112160055
0000769520	20140226164640
0001275187	20150810164453
0001273931	20150303160729
0001515718	20130606150226
0001134765	20160324163205
0000716634	20120315160000
0000846581	20150312184634
0001580149	20150930181357
0001315657	20150302070613
0000878927	20110228155557
0001469317	20160330170452
0000855658	20160302172429
0000936402	20110223160925
0000900393	20121015170540
0001137774	20100226164839
0001019695	20130314110906
0000885245	20160330150456
0001517389	20130530142839
0001468910	20120330150847
0001357671	20120330101532
0000355019	20140929172332
0001365794	20130401062236
0000918573	20150813213826
0001477246	20140929160417
0001080657	20140331172921
0001425627	20150415135324
0001490165	20130308173119
0001205181	20151116130126
0001340652	20140314142636
0001352302	20120329194204
0001169083	20120328141227
0000037996	20160211081333
0000886328	20140619160809
0001172222	20140210173113
0001571776	20150316082536
0001302946	20120308150236
0000885475	20130416172432
0001419559	20130415173139
0000006281	20101122161946
0001467373	20131029165103
0001448705	20140415160144
0000077281	20130301111018
0001505155	20160330172149
0001206264	20150213160749
0001393631	20120328122810
0001620533	20160330170229
0001076939	20120330171225
0001619087	20160329170628
0000748015	20130204173144
0000791908	20120314162704
0001609132	20160219163208
0001581545	20140808112150
0000866439	20140317161845
0001165002	20120228160155
0000733269	20140528152557
0000101830	20160517172100
0000899923	20150812113414
